"trainer/global_step","fresh-sun-3 - _step","fresh-sun-3 - _step__MIN","fresh-sun-3 - _step__MAX","fresh-sun-3 - train/rel_error","fresh-sun-3 - train/rel_error__MIN","fresh-sun-3 - train/rel_error__MAX","royal-fire-2 - _step","royal-fire-2 - _step__MIN","royal-fire-2 - _step__MAX","royal-fire-2 - train/rel_error","royal-fire-2 - train/rel_error__MIN","royal-fire-2 - train/rel_error__MAX","floral-breeze-1 - _step","floral-breeze-1 - _step__MIN","floral-breeze-1 - _step__MAX","floral-breeze-1 - train/rel_error","floral-breeze-1 - train/rel_error__MIN","floral-breeze-1 - train/rel_error__MAX"
"4175","343","343","343","0.05414910614490509","0.05414910614490509","0.05414910614490509","343","343","343","0.05393751710653305","0.05393751710653305","0.05393751710653305","343","343","343","0.0832744613289833","0.0832744613289833","0.0832744613289833"
"4191","344","344","344","0.053986627608537674","0.053986627608537674","0.053986627608537674","344","344","344","0.053650304675102234","0.053650304675102234","0.053650304675102234","344","344","344","0.08321361243724823","0.08321361243724823","0.08321361243724823"
"4207","346","346","346","0.054347164928913116","0.054347164928913116","0.054347164928913116","346","346","346","0.05344832316040993","0.05344832316040993","0.05344832316040993","346","346","346","0.08358341455459595","0.08358341455459595","0.08358341455459595"
"4223","347","347","347","0.05420486256480217","0.05420486256480217","0.05420486256480217","347","347","347","0.05341361090540886","0.05341361090540886","0.05341361090540886","347","347","347","0.08322755247354507","0.08322755247354507","0.08322755247354507"
"4239","348","348","348","0.05368009954690933","0.05368009954690933","0.05368009954690933","348","348","348","0.05324619263410568","0.05324619263410568","0.05324619263410568","348","348","348","0.08262240141630173","0.08262240141630173","0.08262240141630173"
"4255","350","350","350","0.05356081575155258","0.05356081575155258","0.05356081575155258","350","350","350","0.053101547062397","0.053101547062397","0.053101547062397","350","350","350","0.08286842703819275","0.08286842703819275","0.08286842703819275"
"4271","351","351","351","0.053584273904561996","0.053584273904561996","0.053584273904561996","351","351","351","0.05312761291861534","0.05312761291861534","0.05312761291861534","351","351","351","0.08294647186994553","0.08294647186994553","0.08294647186994553"
"4287","352","352","352","0.053410835564136505","0.053410835564136505","0.053410835564136505","352","352","352","0.052948061376810074","0.052948061376810074","0.052948061376810074","352","352","352","0.0824558213353157","0.0824558213353157","0.0824558213353157"
"4303","354","354","354","0.05354100838303566","0.05354100838303566","0.05354100838303566","354","354","354","0.05296503007411957","0.05296503007411957","0.05296503007411957","354","354","354","0.08228519558906555","0.08228519558906555","0.08228519558906555"
"4319","355","355","355","0.05339828506112099","0.05339828506112099","0.05339828506112099","355","355","355","0.05273231863975525","0.05273231863975525","0.05273231863975525","355","355","355","0.08245312422513962","0.08245312422513962","0.08245312422513962"
"4335","356","356","356","0.053326573222875595","0.053326573222875595","0.053326573222875595","356","356","356","0.05265064537525177","0.05265064537525177","0.05265064537525177","356","356","356","0.08216638118028641","0.08216638118028641","0.08216638118028641"
"4351","358","358","358","0.05313720554113388","0.05313720554113388","0.05313720554113388","358","358","358","0.05261257290840149","0.05261257290840149","0.05261257290840149","358","358","358","0.08209902048110962","0.08209902048110962","0.08209902048110962"
"4367","359","359","359","0.052939850836992264","0.052939850836992264","0.052939850836992264","359","359","359","0.05249975994229317","0.05249975994229317","0.05249975994229317","359","359","359","0.08294906467199326","0.08294906467199326","0.08294906467199326"
"4383","360","360","360","0.05276992917060852","0.05276992917060852","0.05276992917060852","360","360","360","0.05229911208152771","0.05229911208152771","0.05229911208152771","360","360","360","0.0820012241601944","0.0820012241601944","0.0820012241601944"
"4399","362","362","362","0.05266023799777031","0.05266023799777031","0.05266023799777031","362","362","362","0.0521935410797596","0.0521935410797596","0.0521935410797596","362","362","362","0.08151347190141678","0.08151347190141678","0.08151347190141678"
"4415","363","363","363","0.05265316367149353","0.05265316367149353","0.05265316367149353","363","363","363","0.052202314138412476","0.052202314138412476","0.052202314138412476","363","363","363","0.08144114166498184","0.08144114166498184","0.08144114166498184"
"4431","364","364","364","0.052586689591407776","0.052586689591407776","0.052586689591407776","364","364","364","0.05219646543264389","0.05219646543264389","0.05219646543264389","364","364","364","0.08124943822622299","0.08124943822622299","0.08124943822622299"
"4447","365","365","365","0.05264899134635925","0.05264899134635925","0.05264899134635925","365","365","365","0.05199682340025902","0.05199682340025902","0.05199682340025902","365","365","365","0.08130159974098206","0.08130159974098206","0.08130159974098206"
"4463","367","367","367","0.05235425755381584","0.05235425755381584","0.05235425755381584","367","367","367","0.05192498117685318","0.05192498117685318","0.05192498117685318","367","367","367","0.08112622797489166","0.08112622797489166","0.08112622797489166"
"4479","368","368","368","0.05232178047299385","0.05232178047299385","0.05232178047299385","368","368","368","0.051870718598365784","0.051870718598365784","0.051870718598365784","368","368","368","0.08102420717477798","0.08102420717477798","0.08102420717477798"
"4495","369","369","369","0.05238957703113556","0.05238957703113556","0.05238957703113556","369","369","369","0.051862768828868866","0.051862768828868866","0.051862768828868866","369","369","369","0.08085182309150696","0.08085182309150696","0.08085182309150696"
"4511","371","371","371","0.052043668925762177","0.052043668925762177","0.052043668925762177","371","371","371","0.05152037739753723","0.05152037739753723","0.05152037739753723","371","371","371","0.08068060874938965","0.08068060874938965","0.08068060874938965"
"4527","372","372","372","0.051967229694128036","0.051967229694128036","0.051967229694128036","372","372","372","0.05149827152490616","0.05149827152490616","0.05149827152490616","372","372","372","0.08154194056987762","0.08154194056987762","0.08154194056987762"
"4543","373","373","373","0.05254185572266579","0.05254185572266579","0.05254185572266579","373","373","373","0.051344022154808044","0.051344022154808044","0.051344022154808044","373","373","373","0.08072018623352051","0.08072018623352051","0.08072018623352051"
"4559","375","375","375","0.05185113102197647","0.05185113102197647","0.05185113102197647","375","375","375","0.051302067935466766","0.051302067935466766","0.051302067935466766","375","375","375","0.08063697069883347","0.08063697069883347","0.08063697069883347"
"4575","376","376","376","0.05180902034044266","0.05180902034044266","0.05180902034044266","376","376","376","0.051199011504650116","0.051199011504650116","0.051199011504650116","376","376","376","0.0803634375333786","0.0803634375333786","0.0803634375333786"
"4591","377","377","377","0.051620956510305405","0.051620956510305405","0.051620956510305405","377","377","377","0.05122067406773567","0.05122067406773567","0.05122067406773567","377","377","377","0.08006703853607178","0.08006703853607178","0.08006703853607178"
"4607","379","379","379","0.051695309579372406","0.051695309579372406","0.051695309579372406","379","379","379","0.05124258995056152","0.05124258995056152","0.05124258995056152","379","379","379","0.08044050633907318","0.08044050633907318","0.08044050633907318"
"4623","380","380","380","0.051618676632642746","0.051618676632642746","0.051618676632642746","380","380","380","0.05107066407799721","0.05107066407799721","0.05107066407799721","380","380","380","0.08079831302165985","0.08079831302165985","0.08079831302165985"
"4639","381","381","381","0.051608607172966","0.051608607172966","0.051608607172966","381","381","381","0.05081542581319809","0.05081542581319809","0.05081542581319809","381","381","381","0.08069190382957458","0.08069190382957458","0.08069190382957458"
"4655","383","383","383","0.05144285783171654","0.05144285783171654","0.05144285783171654","383","383","383","0.05066828429698944","0.05066828429698944","0.05066828429698944","383","383","383","0.07982844859361649","0.07982844859361649","0.07982844859361649"
"4671","384","384","384","0.05120621994137764","0.05120621994137764","0.05120621994137764","384","384","384","0.05061153322458267","0.05061153322458267","0.05061153322458267","384","384","384","0.07969202846288681","0.07969202846288681","0.07969202846288681"
"4687","385","385","385","0.05113252252340317","0.05113252252340317","0.05113252252340317","385","385","385","0.05052455514669418","0.05052455514669418","0.05052455514669418","385","385","385","0.0793910026550293","0.0793910026550293","0.0793910026550293"
"4703","387","387","387","0.051474060863256454","0.051474060863256454","0.051474060863256454","387","387","387","0.05045733228325844","0.05045733228325844","0.05045733228325844","387","387","387","0.07966428250074387","0.07966428250074387","0.07966428250074387"
"4719","388","388","388","0.05094396322965622","0.05094396322965622","0.05094396322965622","388","388","388","0.05034251511096954","0.05034251511096954","0.05034251511096954","388","388","388","0.07933306694030762","0.07933306694030762","0.07933306694030762"
"4735","389","389","389","0.05084475502371788","0.05084475502371788","0.05084475502371788","389","389","389","0.05031535029411316","0.05031535029411316","0.05031535029411316","389","389","389","0.07911483943462372","0.07911483943462372","0.07911483943462372"
"4751","391","391","391","0.051000576466321945","0.051000576466321945","0.051000576466321945","391","391","391","0.050314657390117645","0.050314657390117645","0.050314657390117645","391","391","391","0.07952553778886795","0.07952553778886795","0.07952553778886795"
"4767","392","392","392","0.05104374140501022","0.05104374140501022","0.05104374140501022","392","392","392","0.05016002804040909","0.05016002804040909","0.05016002804040909","392","392","392","0.07893519848585129","0.07893519848585129","0.07893519848585129"
"4783","393","393","393","0.050681810826063156","0.050681810826063156","0.050681810826063156","393","393","393","0.05001693218946457","0.05001693218946457","0.05001693218946457","393","393","393","0.0788688063621521","0.0788688063621521","0.0788688063621521"
"4799","395","395","395","0.050538767129182816","0.050538767129182816","0.050538767129182816","395","395","395","0.05001936852931976","0.05001936852931976","0.05001936852931976","395","395","395","0.07879739999771118","0.07879739999771118","0.07879739999771118"
